slot,tx_count,compute_units
110593343,1058,1289886
110593344,1624,1029638
110593345,1115,822889
110593346,1233,1187944
110593347,1759,1148350
110593348,3302,2739790
110593349,1679,3270713
110593350,649,1829132
110593351,2458,1711177
110593352,2311,1102489
110593353,1141,1294135
110593354,1045,1305996
110593355,1785,1503159
110593356,3256,3136183
110593357,757,2167653
110593358,2214,2259506
110593359,1434,1537607
110593360,3196,2689168
110593361,622,2377296
110593362,1575,1810022
110593363,985,2006952
110593364,2038,1697285
110593365,1712,2144244
110593366,1116,2239068
110593367,1573,2185965
110593368,1406,690036
110593369,1683,1166726
110593370,1131,1609745
110593371,1102,1962224
110593372,4018,3345640
110593373,1360,2783578
110593374,1534,1746477
110593375,1525,1992792
110593376,1941,1675326
110593377,1358,1632821
110593378,675,1415913
110593379,1760,1635577
110593380,1134,0
110593381,463,0
110593382,433,0
110593383,461,0
110593384,1821,1253636
110593385,1589,1688043
110593386,1555,1319293
110593387,1587,1789566
110593388,2033,1361924
110593389,1998,1241740
110593390,1157,1547979
110593391,1804,2051814
110593392,1344,1667048
110593393,2180,2231080
110593394,1447,2019479
110593395,1283,1550830
110593396,3464,2803918
110593397,2022,3275242
110593398,1150,2141268
110593399,1162,1704502
110593400,4357,2459658
110593401,885,2306536
110593402,2055,888301
110593403,1008,1704148
110593404,1538,1550007
110593405,1695,2650777
110593406,406,1107759
110593407,1750,2166191
110593408,1032,697338
110593409,1519,1922394
110593410,1429,1419010
110593411,1229,1610786
110593412,1318,1044132
110593413,1209,1037551
110593414,980,1396642
110593415,1443,1924813
110593416,1805,1923027
110593417,1749,2121373
110593418,1492,1402507
110593419,1546,2276148
110593420,1607,1273335
110593421,1470,1875650
110593422,1567,1592971
110593423,1172,1254544
110593424,2738,2267771
110593425,3386,4512964
110593426,1681,4561169
110593427,1258,2930323
110593428,3519,2389712
110593429,2173,3802804
110593430,1329,1785024
110593431,1746,2764414
110593432,3580,2894231
110593433,1065,2427698
110593434,1105,1824763
110593435,1514,1877331
110593436,1811,51447
110593437,1495,989941
110593438,1620,1052619
110593439,460,1434102
110593440,3490,2766526
110593441,1304,2947708
110593442,1991,2849489
110593443,1187,1606433
110593444,1230,1052784
110593445,1676,2204272
110593446,1431,1630674
110593447,1778,2080406
110593448,1902,2334076
110593449,2098,2200011
110593450,1472,2131420
110593451,1689,1519931
110593452,1791,1190272
110593453,1730,1650171
110593454,1834,1880458
110593455,1134,2315499
110593456,2765,1304669
110593457,1925,1997010
110593458,1773,1957591
110593459,1006,2405211
110593460,3477,2582292
110593461,1260,3050923
110593462,1317,1064251
110593463,1643,2209744
110593464,3337,1790899
110593465,461,1804523
110593466,2531,1695996
110593467,507,1328154
110593468,2695,1491176
110593469,755,1743566
110593470,1017,1353099
110593471,1629,1986485
110593472,1971,1547486
110593473,1682,1578386
110593474,1565,2379088
110593475,1838,1520081
110593476,3003,2671280
110593477,793,2169087
110593478,1336,1448106
110593479,1761,1509879
110593480,3121,2270066
110593481,562,1953172
110593482,1670,1762117
110593483,1143,1222861
110593484,2752,2069649
110593485,1034,2103201
110593486,1067,1149925
110593487,1503,1369124
110593488,2974,1238923
110593489,2281,2174313
110593490,928,2027848
110593491,567,1488474
110593492,2908,1446881
110593493,1532,2066462
110593494,1531,1944968
110593495,458,1606176
110593496,2653,1313408
110593497,2608,1970418
110593498,748,1909480
110593499,498,1324335
110593500,2647,1692322
110593501,1555,1352286
110593502,1599,1588558
110593503,931,1787880
110593504,1204,21601
110593505,1157,81488
110593506,1442,1171234
110593507,1547,1336994
110593508,1506,1699930
110593509,1368,2032102
110593510,1248,1436044
110593511,1189,1118038
110593512,1661,1962562
110593513,2079,1366189
110593514,1673,1703254
110593515,1454,1899396
110593516,1496,1565667
110593517,1293,2023228
110593518,1137,1607149
110593519,1537,1709940
110593520,2948,2090168
110593521,2700,1902477
110593522,1581,2200768
110593523,1077,3226816
110593524,1706,1692541
110593525,1474,1644323
110593526,728,1214760
110593527,1236,1066372
110593528,1902,3092484
110593529,1971,2771859
110593530,1817,1847592
110593531,1759,2177542
110593532,0,0
110593533,0,0
110593534,0,0
110593535,0,0
110593536,2037,1232706
110593537,1471,1824042
110593538,1036,1995850
110593539,902,2227263
110593540,3204,2157199
110593541,852,4193397
110593542,993,2740977
110593543,776,2859564
110593544,0,0
110593545,0,0
110593546,0,0
110593547,0,0
110593548,1272,2140496
110593549,843,3180693
110593550,1141,1609767
110593551,1240,1574721
110593552,1541,1027151
110593553,546,1092076
110593554,685,1214036
110593555,481,1082194
110593556,0,0
110593557,0,0
110593558,0,0
110593559,0,0
110593560,1495,1063024
110593561,946,1744577
110593562,843,1565466
110593563,597,2257609
110593564,1900,2754312
110593565,1901,2546216
110593566,1336,1885175
110593567,1586,2320651
110593568,1751,1643678
110593569,1627,2250579
110593570,1412,2387588
110593571,1829,1642982
110593572,3038,2792721
110593573,1479,2717544
110593574,620,1818651
110593575,708,1765189
110593576,0,0
110593577,0,0
110593578,0,0
110593579,0,0
110593580,3318,1490970
110593581,495,3523409
110593582,2480,2807764
110593583,956,2010609
110593584,3422,2807066
110593585,745,2638885
110593586,1831,1753488
110593587,1145,1386289
110593588,3127,2664731
110593589,942,2580213
110593590,1986,876551
110593591,1092,2010592
110593592,1402,1165645
110593593,1612,2135992
110593594,1710,1537556
110593595,590,1786620
110593596,2244,1624596
110593597,2027,1738812
110593598,1659,1383046
110593599,732,1281193
110593600,2558,1498826
110593601,1961,1829838
110593602,1779,1628689
110593603,610,1398925
110593604,0,0
110593605,0,0
110593606,0,0
110593607,0,0
110593608,1464,1272732
110593609,507,2110316
110593610,1284,1647587
110593611,871,1078922
110593612,2458,1315608
110593613,1386,1717403
110593614,1420,1354670
110593615,1770,1803352
110593616,3637,3512700
110593617,1044,2912171
110593618,377,1571797
110593619,2142,1598961
110593620,3518,3232972
110593621,961,2547162
110593622,1066,2725988
110593623,1177,2360312
110593624,3703,3032743
110593625,1036,1434907
110593626,1617,1642763
110593627,936,1558808
110593628,1412,1226614
110593629,1328,2045868
110593630,1217,1337227
110593631,1315,1555999
110593632,2028,1314189
110593633,2423,1915171
110593634,1566,1435759
110593635,1037,2051924
110593636,1849,879969
110593637,1133,1540401
110593638,1832,1623461
110593639,1871,2640059
110593640,1310,948565
110593641,1099,883155
110593642,798,1250971
110593643,788,1509790
110593644,1965,885158
110593645,1545,1955949
110593646,1252,1224376
110593647,1215,1602951
110593648,3134,2232237
110593649,2583,4208894
110593650,1510,2879282
110593651,2731,2934081
110593652,1486,1054576
110593653,1359,1491066
110593654,904,1622008
110593655,1453,1443604
110593656,1497,775995
110593657,1184,1153565
110593658,1152,1152067
110593659,1262,1054368
110593660,3633,2383751
110593661,1988,3394829
110593662,1471,2628547
110593663,1359,3237529
110593664,2073,1280371
110593665,1699,1391188
110593666,1254,1936694
110593667,1734,1926831
110593668,1804,2840133
110593669,2124,2417302
110593670,1764,2471853
110593671,1034,2101901
110593672,1750,2136775
110593673,1880,1661603
110593674,1392,1498471
110593675,1715,2086811
110593676,3821,2376594
110593677,1560,3012631
110593678,1718,1243248
110593679,1262,2274078
110593680,1377,1113810
110593681,1761,1566551
110593682,1458,1373765
110593683,1377,2053006
110593684,3270,2090685
110593685,1446,2350899
110593686,1628,1323579
110593687,1194,2254822
110593688,1442,1191536
110593689,1684,1531131
110593690,1982,1484768
110593691,1092,1953890
110593692,2132,1429656
110593693,1608,1657227
110593694,1533,1574641
110593695,1241,1690695
110593696,3118,2306948
110593697,1128,1769965
110593698,1052,2322013
110593699,1590,1512198
110593700,1680,1541015
110593701,1675,1911147
110593702,1158,1668806
110593703,1790,1108915
110593704,2448,558305
110593705,1842,1550463
110593706,1149,1491825
110593707,577,1611012
110593708,1573,477435
110593709,1153,931804
110593710,1142,1224717
110593711,1450,1053645
110593712,3256,2906867
110593713,1867,2808007
110593714,2038,2372641
110593715,1330,1598635
110593716,3169,3067390
110593717,1870,2983533
110593718,1745,1113032
110593719,788,2603515
110593720,1393,1674660
110593721,1987,1328603
110593722,1778,1212128
110593723,1791,1412039
110593724,2784,1840107
110593725,726,2169396
110593726,2458,1563284
110593727,534,1992354
110593728,1205,568345
110593729,1324,1040025
110593730,734,874931
110593731,1197,981341
110593732,3358,2555652
110593733,1487,1492601
110593734,2117,2265345
110593735,868,1393902
110593736,2946,1786438
110593737,954,2115465
110593738,2718,3236987
110593739,604,1711470
110593740,907,420043
110593741,1079,478733
110593742,1016,1134259
110593743,1148,1375851
110593744,2547,2776600
110593745,2662,3622202
110593746,954,2977302
110593747,2129,1449993
110593748,1575,1280193
110593749,768,661707
110593750,735,801940
110593751,1069,717604
110593752,2207,2677783
110593753,2273,3741653
110593754,1761,2582727
110593755,1471,2017315
110593756,2757,1910779
110593757,1970,3926730
110593758,1951,3362858
110593759,1084,2533594
110593760,2826,2384896
110593761,1708,3216331
110593762,1984,2872136
110593763,1704,2827914
110593764,2861,2165168
110593765,1412,4697029
110593766,1881,2694686
110593767,603,2027877
110593768,1341,934343
110593769,1946,1196370
110593770,1577,1439008
110593771,1282,2156065
110593772,2925,2389071
110593773,1998,3228570
110593774,1551,2832034
110593775,1345,1837203
110593776,3634,2158184
110593777,918,1886927
110593778,2062,1444954
110593779,1098,2125853
110593780,2522,1579786
110593781,1273,1737799
110593782,2209,1694089
110593783,695,1998667
110593784,3099,1849566
110593785,586,1535796
110593786,1113,1214768
110593787,2361,2093586
110593788,1443,0
110593789,977,190139
110593790,846,839488
110593791,1169,919637
110593792,2837,2320244
110593793,1968,3621512
110593794,1340,2658318
110593795,1076,1616188
110593796,1808,1047075
110593797,1636,1517133
110593798,1372,2034744
110593799,517,2734128
110593800,0,0
110593801,2790,1146831
110593802,1277,978385
110593803,921,1397990
110593804,2228,1674468
110593805,1950,1204710
110593806,953,1318241
110593807,1051,1566762
110593808,1819,1335812
110593809,1760,1785889
110593810,1301,1813155
110593811,666,2195697
110593812,0,0
110593813,2534,2590437
110593814,1722,2324913
110593815,1403,2279723
110593816,0,0
110593817,0,0
110593818,0,0
110593819,0,0
110593820,2367,2418046
110593821,854,3249746
110593822,719,3025850
110593823,2345,2830795
110593824,2834,2375617
110593825,848,2558126
110593826,529,772284
110593827,2181,1650116
110593828,0,0
110593829,2054,1427492
110593830,1115,1505459
110593831,909,1858554
110593832,3659,3998121
110593833,1243,1882578
110593834,526,1984904
110593835,1759,1893578
110593836,2696,1909059
110593837,1261,2424647
110593838,603,1163618
110593839,1412,1202446
110593840,1327,1010145
110593841,933,1091289
110593842,1016,1076893
110593843,1167,863986
110593844,2221,2475061
110593845,2059,2136374
110593846,1807,2385233
110593847,1052,2818098
110593848,3472,2560998
110593849,2282,3689320
110593850,836,3795320
110593851,988,2018446
110593852,0,0
110593853,2487,1374745
110593854,1847,1559705
110593855,231,691868
110593856,0,0
110593857,0,0
110593858,0,0
110593859,0,0
110593860,0,0
110593861,2124,1343469
110593862,954,2632496
110593863,850,1842280
110593864,1708,1400633
110593865,1778,2118402
110593866,1817,2296516
110593867,909,1760929
110593868,3023,2810256
110593869,2312,3030129
110593870,1560,3028880
110593871,1725,3171215
110593872,3343,3723196
110593873,1401,2997477
110593874,1617,1828190
110593875,1251,1757262
110593876,1636,1015298
110593877,1700,1968882
110593878,1630,1245970
110593879,1262,1495152
110593880,2612,1881744
110593881,1792,1962802
110593882,2108,834623
110593883,884,1461414
110593884,2941,2693067
110593885,735,1268411
110593886,2115,729611
110593887,675,1307356
110593888,2094,1536385
110593889,1075,2112516
110593890,1202,1855768
110593891,1673,1428052
110593892,3796,3901518
110593893,1047,2661157
110593894,1114,1444249
110593895,1433,1785509
110593896,1515,1166047
110593897,1701,1653358
110593898,1550,1871439
110593899,1108,1910207
110593900,2840,2047339
110593901,1824,1999780
110593902,928,927231
110593903,1300,1120680
110593904,1400,1447446
110593905,1986,1408554
110593906,1465,1449216
110593907,1598,1163014
110593908,1707,1594420
110593909,1899,1921056
110593910,1089,1391537
110593911,1280,1570666
110593912,1886,1603958
110593913,2265,2069567
110593914,1466,1942079
110593915,1325,2012473
110593916,3642,3356201
110593917,1391,3500816
110593918,1823,922356
110593919,1093,1757331
110593920,1393,1120687
110593921,1696,1202224
110593922,1733,1873641
110593923,1141,1504225
110593924,1344,1039265
110593925,1655,1239739
110593926,1379,1589588
110593927,1817,1630558
110593928,3892,2181176
110593929,947,1914389
110593930,1340,1759031
110593931,1340,2250872
110593932,3655,2444368
110593933,385,814181
110593934,1609,1620318
110593935,1208,1414260
110593936,2970,1810723
110593937,739,1673770
110593938,1968,2204268
110593939,1025,1863411
110593940,2975,2263252
110593941,677,2339519
110593942,663,1659195
110593943,2352,2075856
110593944,2607,1474386
110593945,1042,2111454
110593946,2252,1723469
110593947,1084,1896254
110593948,1181,1420072
110593949,388,1756570
110593950,1005,2537942
110593951,1781,2919864
110593952,0,0
110593953,0,0
110593954,2544,923188
110593955,1091,1486049
110593956,604,561048
110593957,1107,707108
110593958,377,668579
110593959,817,1081989
110593960,2457,1116277
110593961,1516,1458299
110593962,1575,1339368
110593963,1591,1477042
110593964,0,0
110593965,0,0
110593966,0,0
110593967,0,0
110593968,578,466983
110593969,1353,950310
110593970,1010,1891320
110593971,1648,1691139
110593972,0,0
110593973,0,0
110593974,0,0
110593975,0,0
110593976,1235,689988
110593977,484,1922788
110593978,2031,1250815
110593979,456,988269
110593980,1490,1631852
110593981,1947,1897321
110593982,1396,1183173
110593983,660,2750226
110593984,1720,2807500
110593985,1912,2149140
110593986,1605,2819538
110593987,1628,2740403
110593988,4880,4297387
110593989,1308,3239013
110593990,220,2028793
110593991,1864,1629691
110593992,2631,1574418
110593993,1442,2892874
110593994,961,1287048
110593995,1175,1262163
110593996,0,0
110593997,3880,2482097
110593998,1202,1559968
110593999,1124,1388221
110594000,1629,1070398
110594001,1734,1135967
110594002,1611,1277013
110594003,561,1356772
110594004,3345,1581309
110594005,1389,1777451
110594006,1081,1746084
110594007,1804,1367757
110594008,1623,997357
110594009,1774,1257437
110594010,1451,1451802
110594011,1309,1451010
110594012,3407,1997644
110594013,854,2270365
110594014,2671,1596771
110594015,482,2356886
110594016,1578,1503522
110594017,1714,1584265
110594018,2093,1634299
110594019,820,1347169
110594020,1865,1777715
110594021,1996,1823361
110594022,1625,1392509
110594023,539,1441953
110594024,1888,1333831
110594025,1865,2114069
110594026,1420,1171382
110594027,972,1334724
110594028,2004,2026667
110594029,1933,2272209
110594030,1473,1456443
110594031,790,1156608
110594032,3410,2014347
110594033,1694,1667476
110594034,1610,1239217
110594035,1308,2098595
110594036,2273,1317118
110594037,1584,2205811
110594038,1636,2261029
110594039,548,1818861
110594040,2803,2497952
110594041,1575,2851297
110594042,1874,1171435
110594043,630,1580929
110594044,3598,1729247
110594045,827,2221870
110594046,1919,1244832
110594047,890,1686115
110594048,3161,1033105
110594049,765,1636557
110594050,2075,1335734
110594051,820,2539057
110594052,2808,2706995
110594053,1069,1915181
110594054,2493,1641652
110594055,531,1626545
110594056,901,361626
110594057,1698,2416683
110594058,1346,1873787
110594059,1384,1162902
110594060,3094,2949603
110594061,1997,4503315
110594062,1873,2455136
110594063,945,3007767
110594064,1904,1854533
110594065,1769,2536086
110594066,1584,3267717
110594067,1948,1827714
110594068,0,0
110594069,0,0
110594070,0,0
110594071,0,0
110594072,1655,2091587
110594073,506,3345991
110594074,1496,2046362
110594075,343,1531290
110594076,2040,893376
110594077,1613,1787900
110594078,921,1426732
110594079,1310,1682296
110594080,2833,2316340
110594081,1827,2400814
110594082,2080,2315901
110594083,1820,2136778
110594084,1733,1051972
110594085,1748,1282898
110594086,1589,2200380
110594087,1784,2475913
110594088,3349,2393797
110594089,2045,4989970
110594090,1839,2538645
110594091,668,1307236
110594092,1595,879689
110594093,1598,1336684
110594094,1187,1519305
110594095,1850,1466486
110594096,2436,1720775
110594097,1878,1871519
110594098,1274,1612185
110594099,1166,1681206
110594100,1738,1674552
110594101,1855,2059162
110594102,1100,2261826
110594103,1419,1641331
110594104,3588,2671912
110594105,1864,2828927
110594106,1099,1755116
110594107,1301,1562366
110594108,3868,2720904
110594109,734,1877037
110594110,2174,1679855
110594111,799,1778273
110594112,2642,1735260
110594113,888,1921971
110594114,2059,2404326
110594115,1133,1689735
110594116,2944,2512028
110594117,960,2763614
110594118,639,957053
110594119,1972,1845583
110594120,2666,1779486
110594121,2127,2052922
110594122,1041,2595333
110594123,877,2094118
110594124,1592,1160861
110594125,1746,2066049
110594126,1736,2290466
110594127,1493,2797628
110594128,3032,2075375
110594129,1600,2669041
110594130,2080,1957528
110594131,663,1521129
110594132,1561,1568444
110594133,1953,1411169
110594134,1845,2426353
110594135,1581,1433741
110594136,1731,1132543
110594137,1754,2324483
110594138,1182,1422414
110594139,1305,1199213
110594140,1977,821331
110594141,1757,1348972
110594142,1443,1413223
110594143,709,1587236
110594144,1558,1828865
110594145,1692,1555583
110594146,1613,1783135
110594147,1914,1379580
110594148,1791,853849
110594149,2066,1415200
110594150,1953,1636701
110594151,701,1896731
110594152,1894,1799489
110594153,2115,2144319
110594154,1436,1770879
110594155,1726,2125902
110594156,3494,2179249
110594157,1479,3264245
110594158,339,682920
110594159,2497,1963511
110594160,3119,2130811
110594161,610,2430671
110594162,1509,1847770
110594163,768,1797546
110594164,0,0
110594165,1769,1308188
110594166,1194,1327850
110594167,1308,1627586
110594168,3494,1844875
110594169,1168,3024710
110594170,1069,3478004
110594171,2129,2449622
110594172,1881,3222352
110594173,1064,2907832
110594174,751,2430467
110594175,1223,2109252
110594176,2025,2182222
110594177,2246,2731798
110594178,1331,2248572
110594179,1561,2012153
110594180,3311,2672374
110594181,1507,2597560
110594182,784,1731604
110594183,1896,1431881
110594184,1711,1302848
110594185,1749,1382673
110594186,1262,1356117
110594187,601,1512945
110594188,3770,2930173
110594189,1891,2184679
110594190,1472,1480296
110594191,1347,2499213
110594192,1386,990636
110594193,1413,1289438
110594194,1848,1470951
110594195,1346,2141300
110594196,3250,2567477
110594197,1095,1760363
110594198,1341,2000774
110594199,1690,1431771
110594200,1654,1073103
110594201,1866,1542305
110594202,1686,1361385
110594203,1203,1311635
110594204,1797,1784358
110594205,2029,1645197
110594206,2034,1421889
110594207,499,1606159
110594208,1457,2319318
110594209,1752,2254897
110594210,1584,1775687
110594211,1542,1305371
110594212,2305,1303965
110594213,1939,1788509
110594214,1558,1762801
110594215,1202,2032351
110594216,2876,2634475
110594217,1526,2063191
110594218,1250,1603920
110594219,1374,1197593
110594220,3227,2387721
110594221,990,3669417
110594222,1993,1445555
110594223,842,1726884
110594224,1711,1376218
110594225,1804,1804413
110594226,1895,1444247
110594227,1606,1392575
110594228,2605,1626305
110594229,544,1570596
110594230,2428,1301097
110594231,359,857531
110594232,1316,1623966
110594233,2068,1844881
110594234,1769,1639492
110594235,604,1681541
110594236,2712,1274953
110594237,1495,1497652
110594238,1143,1356699
110594239,2059,1388898
110594240,3257,3567992
110594241,693,1966074
110594242,848,1329877
110594243,1280,1049460
110594244,1113,1088094
110594245,1333,1234289
110594246,1617,1946781
110594247,1949,1898530
110594248,3454,2194752
110594249,1216,2238474
110594250,796,1809156
110594251,2672,1375167
110594252,3081,2555303
110594253,643,2620830
110594254,1912,1736409
110594255,943,1936457
110594256,2647,988126
110594257,766,1949847
110594258,1005,1768843
110594259,759,1989895
110594260,0,0
110594261,1135,360274
110594262,1122,1834480
110594263,688,1040091
110594264,1915,1422349
110594265,1665,1587441
110594266,1756,2170091
110594267,1665,1758549
110594268,2199,1344566
110594269,1190,1145150
110594270,759,1610482
110594271,895,1451003
110594272,0,0
110594273,1034,1150487
110594274,1051,1543039
110594275,1131,1150568
110594276,2215,1677941
110594277,1600,1278926
110594278,1321,1960466
110594279,1640,2247104
110594280,2011,757992
110594281,952,1093367
110594282,1086,899411
110594283,1784,2327817
110594284,0,0
110594285,1781,1346151
110594286,1691,1844713
110594287,1026,2917520
110594288,3781,2569811
110594289,1214,2867360
110594290,1367,3633979
110594291,2709,4252837
110594292,2783,2617405
110594293,1205,2315064
110594294,1468,2638102
110594295,901,2871200
110594296,1877,1972060
110594297,1512,1713710
110594298,1556,1128755
110594299,930,566686
110594300,1892,764474
110594301,1831,1165189
110594302,1356,2399434
110594303,595,2506421
110594304,1939,1376523
110594305,1558,1634972
110594306,1105,2018339
110594307,1843,2023738
110594308,2129,2629748
110594309,2006,2566644
110594310,1718,2160766
110594311,1611,2111341
110594312,1500,1794211
110594313,1981,1767148
110594314,1516,1520154
110594315,1966,1862296
110594316,1585,2349071
110594317,1834,2526159
110594318,1545,1968532
110594319,1511,1682401
110594320,3674,3933779
110594321,1443,2201910
110594322,875,1440517
110594323,2374,1460954
110594324,3540,2080698
110594325,731,2343157
110594326,805,909124
110594327,2209,1916975
110594328,2494,1991554
110594329,1161,2184395
110594330,522,1096801
110594331,1935,1946361
110594332,1558,3465378
110594333,1650,2462869
110594334,524,1149348
110594335,1437,1213420
110594336,2258,1481344
110594337,2095,1727312
110594338,1456,1886092
110594339,1583,2085529
110594340,1990,1803895
110594341,1908,1546546
110594342,1870,2058120
110594343,940,1587173
110594344,2029,1389443
110594345,1881,1668348
110594346,1466,1237447
110594347,1434,1401977
110594348,1425,867920
110594349,1855,1365325
110594350,1611,1340082
110594351,797,1720981
110594352,4195,3106985
110594353,985,1966599
110594354,936,548545
110594355,2607,2412695
110594356,2951,2653464
110594357,246,1594232
110594358,1841,1242912
110594359,1211,2012561
110594360,1232,845740
110594361,1716,1990664
110594362,1241,1767814
110594363,551,1595818
110594364,1029,1770000
110594365,1566,1697096
110594366,1565,1380929
110594367,1539,1439026
110594368,3531,2394093
110594369,2890,2663692
110594370,1862,1959246
110594371,1640,1412486
110594372,2513,921102
110594373,855,1418731
110594374,2211,1336278
110594375,1112,1887715
110594376,1488,1050093
110594377,1847,1718276
110594378,466,1706901
110594379,656,2015878
110594380,1347,739085
110594381,1452,1369655
110594382,1191,1375601
110594383,1365,1054448
110594384,3004,3199524
110594385,2170,3197959
110594386,1815,2780614
110594387,784,1413761
110594388,0,0
110594389,0,0
110594390,0,0
110594391,0,0
110594392,1461,1638680
110594393,521,4038184
110594394,1627,2569006
110594395,1158,2061122
110594396,1569,1295323
110594397,1803,1733575
110594398,1442,2142158
110594399,1522,1903909
110594400,3648,3346155
110594401,1373,2361835
110594402,2172,1949313
110594403,1076,2152619
110594404,2956,2104197
110594405,505,1343284
110594406,2567,2205664
110594407,702,2005769
110594408,3156,2445639
110594409,649,1782499
110594410,2389,1698063
110594411,397,1850999
110594412,2413,1245127
110594413,991,1852917
110594414,860,776371
110594415,1739,1556744
110594416,2041,1047936
110594417,1766,1434710
110594418,1588,1424918
110594419,657,1645144
110594420,1699,1572304
110594421,1787,1497868
110594422,1629,1253068
110594423,1726,1442943
110594424,1943,1261274
110594425,1908,1625043
110594426,2058,2327261
110594427,601,1877930
110594428,1640,2037573
110594429,2067,2132582
110594430,1701,1865777
110594431,862,1578431
110594432,2054,1231825
110594433,1923,1240356
110594434,1380,1538740
110594435,742,1654969
110594436,2170,1355702
110594437,2096,1612912
110594438,1610,1404563
110594439,1248,1698015
110594440,1647,1196921
110594441,1819,1584727
110594442,990,1352994
110594443,1494,1838623
110594444,2899,1832257
110594445,2104,2905761
110594446,548,1621688
110594447,1590,1534064
110594448,1942,42153
110594449,1267,36784
110594450,849,402419
110594451,1626,922210
110594452,3660,4903816
110594453,1607,2688732
110594454,1097,924559
110594455,1072,1757907
110594456,1768,2030094
110594457,1909,2129060
110594458,1714,1643993
110594459,1235,2018712
110594460,2893,3183494
110594461,1680,1852516
110594462,1707,1093260
110594463,1002,1577566
110594464,1783,1073749
110594465,2294,2502603
110594466,895,1338496
110594467,517,1796355
110594468,1094,182152
110594469,1334,973959
110594470,1411,1344205
110594471,1268,1585895
110594472,3262,1990985
110594473,2779,2919526
110594474,1767,2103003
110594475,1249,3191878
110594476,1904,693852
110594477,1175,1309696
110594478,962,1174577
110594479,1068,1768063
110594480,526,517981
110594481,987,797972
110594482,816,738633
110594483,1384,1111358
110594484,2641,1298924
110594485,2314,2662215
110594486,1464,2639560
110594487,1283,2116209
110594488,3256,2157966
110594489,2025,2827695
110594490,974,3148604
110594491,2412,2206771
110594492,3705,2921984
110594493,1175,3439708
110594494,420,1247283
110594495,2856,1181469
110594496,1129,945160
110594497,1656,1929420
110594498,1221,1908033
110594499,927,2400848
110594500,3104,2361477
110594501,2109,3061329
110594502,1234,1929194
110594503,1206,1435223
110594504,3592,2953272
110594505,1028,3216110
110594506,2032,1214424
110594507,811,1972941
110594508,3062,4221935
110594509,737,1768119
110594510,1902,927150
110594511,703,2123775
110594512,1433,1766108
110594513,1509,1958445
110594514,1086,1953185
110594515,1955,1350261
110594516,1912,1350526
110594517,2038,2053490
110594518,1811,2202948
110594519,674,1601126
110594520,3438,2193117
110594521,1049,1643476
110594522,1272,1097110
110594523,1727,1694165
110594524,98,0
110594525,1403,1016819
110594526,455,185546
110594527,688,462728
110594528,2030,1062194
110594529,1465,1647036
110594530,1614,932279
110594531,1326,1144865
110594532,2081,1352700
110594533,1908,1755826
110594534,1639,2161580
110594535,1872,1824288
110594536,3329,3193054
110594537,1509,4034881
110594538,1650,1899832
110594539,1029,2510159
110594540,3515,2994892
110594541,1610,3483485
110594542,1796,3897155
110594543,1303,3618519
110594544,1849,1256858
110594545,1539,1879296
110594546,1353,1595981
110594547,1775,1568753
110594548,1373,1781913
110594549,1655,2433033
110594550,1334,1882519
110594551,1984,1922455
110594552,2892,1796357
110594553,1602,2346893
110594554,1834,3021806
110594555,1044,1407455
110594556,1673,1182637
110594557,1924,2287619
110594558,1523,1989113
110594559,1868,1424552
110594560,1789,2046030
110594561,1721,1517462
110594562,1777,1594056
110594563,2043,2342489
110594564,1682,1316168
110594565,1149,1175408
110594566,1023,1661563
110594567,1638,1922573
110594568,942,1567633
110594569,1531,1867910
110594570,1521,1669895
110594571,1698,1738662
110594572,2932,2630291
110594573,2426,2789000
110594574,1547,3558878
110594575,1152,2812198
110594576,0,0
110594577,0,0
110594578,0,0
110594579,0,0
110594580,2601,1676600
110594581,483,2164854
110594582,911,2113515
110594583,1449,1991134
110594584,2281,1383276
110594585,1292,1618909
110594586,853,1328716
110594587,1364,1158885
110594588,1717,1832621
110594589,1466,2964470
110594590,1731,1774366
110594591,1852,1536559
110594592,3341,2532119
110594593,1718,4583556
110594594,1423,2027369
110594595,874,1539772
110594596,1522,464723
110594597,1787,1684984
110594598,1487,2036218
110594599,1624,1881130
110594600,2159,1969892
110594601,1782,1666188
110594602,1455,1761517
110594603,1705,2120299
110594604,2066,1930970
110594605,2387,2608235
110594606,1477,3216876
110594607,1041,1766427
110594608,3396,2052537
110594609,1337,2413848
110594610,652,1876540
110594611,2264,1422093
110594612,1937,1437850
110594613,1505,2488240
110594614,1647,2526837
110594615,1401,1604487
110594616,1565,1937422
110594617,1892,1564671
110594618,1686,1766500
110594619,938,2104943
110594620,3081,2024271
110594621,1751,2773988
110594622,1845,2276835
110594623,659,1798467
110594624,1280,1102843
110594625,1857,1603818
110594626,1567,1838878
110594627,1791,1609759
110594628,3720,2946849
110594629,777,2709824
110594630,1490,749570
110594631,825,2106966
110594632,0,0
110594633,1693,866568
110594634,1696,1537737
110594635,1004,1607194
110594636,3426,2516083
110594637,1648,3068721
110594638,584,912893
110594639,1920,2932010
110594640,1809,6880
110594641,1269,375016
110594642,1084,887475
110594643,1159,1024676
110594644,3081,3456481
110594645,2161,5000866
110594646,1333,1505863
110594647,723,1437866
110594648,1840,1357774
110594649,2152,2623710
110594650,1556,2221562
110594651,1726,1661765
110594652,1709,992817
110594653,1617,1812475
110594654,1621,1260771
110594655,1102,1376611
110594656,3193,2873262
110594657,845,1887211
110594658,1941,1348629
110594659,1035,2088294
