slot,tx_count,compute_units
110594660,1633,1348699
110594661,1821,1466673
110594662,1693,1568013
110594663,1114,1518043
110594664,1770,1748249
110594665,1858,1722041
110594666,1321,1644009
110594667,1854,1533822
110594668,0,0
110594669,0,0
110594670,0,0
110594671,0,0
110594672,1595,1905598
110594673,378,2290588
110594674,478,1760101
110594675,1370,1564160
110594676,1274,1340260
110594677,1296,1346090
110594678,1279,1720996
110594679,1745,1769410
110594680,834,398781
110594681,1275,1221850
110594682,1393,1353104
110594683,1090,1309848
110594684,1802,1643156
110594685,1920,1709111
110594686,1592,1374408
110594687,1388,1447316
110594688,4040,4460067
110594689,1882,3287035
110594690,798,2590619
110594691,2138,2537614
110594692,1319,1042678
110594693,1430,1472021
110594694,1176,1750223
110594695,1758,2004833
110594696,2102,2212038
110594697,2010,2968228
110594698,1374,2379036
110594699,1565,1853749
110594700,3603,3173568
110594701,1733,1580267
110594702,1759,1859135
110594703,967,2100632
110594704,1501,1238339
110594705,1626,1305291
110594706,1746,1566763
110594707,1611,1173606
110594708,3399,2506657
110594709,1303,2434675
110594710,1355,1063876
110594711,538,1264797
110594712,2878,1528941
110594713,1918,1621482
110594714,2074,926405
110594715,1154,2493486
110594716,2790,1741831
110594717,1386,2146888
110594718,2084,2420430
110594719,461,1361888
110594720,3085,1170270
110594721,1070,1565250
110594722,1417,1439737
110594723,520,1792738
110594724,2642,1027408
110594725,1677,1836734
110594726,1865,2508507
110594727,1090,3061224
110594728,1931,2074528
110594729,1491,2337226
110594730,1584,1614459
110594731,784,2295859
110594732,2117,1553573
110594733,2078,2440235
110594734,1799,1894469
110594735,1165,2100688
110594736,1217,1151198
110594737,2134,1691769
110594738,1481,1819327
110594739,877,2571728
110594740,3900,4023822
110594741,1320,2225276
110594742,1844,2153312
110594743,1562,2487253
110594744,3417,2501111
110594745,875,2119029
110594746,2380,1853840
110594747,656,1603425
110594748,3342,2679944
110594749,332,1895145
110594750,1835,1313082
110594751,1214,1639374
110594752,1718,836680
110594753,1384,1802649
110594754,1727,1380851
110594755,690,1733562
110594756,2254,1856177
110594757,1870,1841942
110594758,1539,1636019
110594759,1309,1502477
110594760,4253,3132088
110594761,476,2897552
110594762,2564,1323287
110594763,629,2215959
110594764,1536,995560
110594765,1880,1464964
110594766,1544,1253277
110594767,522,1722183
110594768,3161,2361241
110594769,1459,1904670
110594770,1743,1512639
110594771,863,1541748
110594772,1587,918324
110594773,1900,1803725
110594774,1762,1416400
110594775,789,1723563
110594776,959,1164002
110594777,1385,1441160
110594778,1685,1509355
110594779,1809,1802155
110594780,1013,44553
110594781,1385,847745
110594782,1289,1192395
110594783,1134,1002298
110594784,1353,940031
110594785,1486,2136387
110594786,1532,1643470
110594787,1500,1181323
110594788,1865,1788227
110594789,1796,1845637
110594790,2253,1787207
110594791,1538,1553152
110594792,1566,1085556
110594793,894,1090831
110594794,1198,1522622
110594795,1317,2173185
110594796,1911,771402
110594797,1768,2099919
110594798,1721,1686624
110594799,1690,2064930
110594800,3020,1863575
110594801,2112,2713269
110594802,2365,4031958
110594803,913,3328206
110594804,1460,1362795
110594805,1613,1369755
110594806,1415,1245264
110594807,1733,2245403
110594808,3995,2888677
110594809,1159,2460110
110594810,1280,2756566
110594811,557,2053298
110594812,0,0
110594813,0,0
110594814,0,0
110594815,0,0
110594816,2108,3103381
110594817,375,2025645
110594818,1753,1423786
110594819,571,1830811
110594820,0,0
110594821,0,0
110594822,0,0
110594823,0,0
110594824,0,0
110594825,1631,1474397
110594826,515,3147010
110594827,982,2681502
110594828,1984,1592427
110594829,1738,1789738
110594830,1607,1293572
110594831,662,1723054
110594832,3861,2990287
110594833,1298,2672825
110594834,2475,1786407
110594835,640,1627195
110594836,1315,1763245
110594837,1958,2329159
110594838,2060,2385419
110594839,512,3091383
110594840,1904,2063125
110594841,1989,2369182
110594842,1653,1968365
110594843,1028,2178171
110594844,1500,1683551
110594845,1791,2236094
110594846,1655,2068725
110594847,1078,1822839
110594848,1710,1727066
110594849,1850,1694107
110594850,1286,1128496
110594851,1801,1596223
110594852,2163,1460415
110594853,1852,2303918
110594854,915,2332745
110594855,1889,1994742
110594856,1897,595567
110594857,1362,960440
110594858,740,891754
110594859,1379,893546
110594860,1563,1205802
110594861,1759,1422202
110594862,1499,2074860
110594863,1599,1767555
110594864,1678,1546501
110594865,1614,1877580
110594866,1329,1374342
110594867,1764,1498721
110594868,2224,1692818
110594869,1811,1588641
110594870,1881,2016026
110594871,1012,2063640
110594872,3221,2724447
110594873,1871,2235979
110594874,1713,2500734
110594875,1048,2185139
110594876,1980,1246892
110594877,1943,1374135
110594878,1696,1469275
110594879,1649,2127099
110594880,1295,737201
110594881,1207,1460018
110594882,1613,1373122
110594883,1754,2169911
110594884,1174,1972907
110594885,1525,1557505
110594886,1490,1476746
110594887,1413,1975459
110594888,1649,1261719
110594889,1597,1785255
110594890,1589,1664981
110594891,1595,1802840
110594892,4082,4790984
110594893,1771,4203207
110594894,1768,2520622
110594895,797,1901736
110594896,0,0
110594897,1612,1325971
110594898,1552,2546263
110594899,1483,1782736
110594900,3654,2258319
110594901,1658,2440072
110594902,1352,1347155
110594903,1210,1358000
110594904,3034,1729137
110594905,1044,1938699
110594906,2078,1921266
110594907,684,1566036
110594908,2056,1319212
110594909,2428,1874985
110594910,1588,1371482
110594911,1411,1412035
110594912,2229,1657492
110594913,720,2319687
110594914,842,1125588
110594915,1062,2233400
110594916,0,0
110594917,0,0
110594918,0,0
110594919,0,0
110594920,1386,2259502
110594921,596,2496004
110594922,1772,1432715
110594923,1075,2213052
110594924,2727,2279087
110594925,1374,1829830
110594926,2361,1359302
110594927,678,1807288
110594928,2838,1298051
110594929,802,2738419
110594930,2521,1586814
110594931,367,1817576
110594932,2392,1892412
110594933,892,2144343
110594934,1355,1591176
110594935,1100,2168960
110594936,1794,1569820
110594937,1877,1785512
110594938,1921,1628609
110594939,708,1422669
110594940,3396,1433729
110594941,1061,1888110
110594942,2245,1562076
110594943,608,1767987
110594944,2851,1744590
110594945,840,2381839
110594946,1265,1875164
110594947,1774,1605700
110594948,2556,2059324
110594949,894,1649130
110594950,1365,1177383
110594951,1586,1210223
110594952,1850,1696658
110594953,1626,1730186
110594954,1502,1365885
110594955,792,1549219
110594956,1231,1763147
110594957,1588,1641616
110594958,1321,1664247
110594959,1418,1718060
110594960,1805,1716015
110594961,1862,2415077
110594962,1760,1853694
110594963,1801,1831768
110594964,1652,1484356
110594965,1776,1663630
110594966,1451,1317129
110594967,1365,1325662
110594968,1556,1998121
110594969,1988,2176032
110594970,1546,2529350
110594971,1535,1832935
110594972,3552,2398695
110594973,1317,2771252
110594974,700,2107967
110594975,1654,1834627
110594976,0,0
110594977,2242,1219536
110594978,1268,1628673
110594979,1289,1822814
110594980,1885,1839996
110594981,1763,2584628
110594982,1669,1713269
110594983,938,1868095
110594984,1304,1658376
110594985,1883,1756712
110594986,1331,1459832
110594987,1512,1846786
110594988,1832,2034025
110594989,1718,1768657
110594990,1425,1399231
110594991,1854,2648408
110594992,2581,1108272
110594993,1872,3391270
110594994,1449,3371515
110594995,1194,2651028
110594996,4087,2505852
110594997,1463,4850933
110594998,2201,2734916
110594999,1229,2579329
110595000,2869,2348145
110595001,0,0
110595002,0,0
110595003,0,0
110595004,0,0
110595005,1756,1886960
110595006,488,2501182
110595007,695,2578450
110595008,0,0
110595009,0,0
110595010,0,0
110595011,0,0
110595012,1626,1943315
110595013,652,3154716
110595014,1534,1921795
110595015,1209,1289315
110595016,1835,843679
110595017,848,901824
110595018,753,1052412
110595019,362,1561681
110595020,0,0
110595021,0,0
110595022,0,0
110595023,0,0
110595024,0,0
110595025,0,0
110595026,0,0
110595027,0,0
110595028,1589,1561299
110595029,482,2625549
110595030,1792,3192020
110595031,992,2120256
110595032,2598,3659644
110595033,842,3402216
110595034,1405,1707841
110595035,1244,1606995
110595036,1476,871902
110595037,1667,1506757
110595038,1387,1202152
110595039,767,1107546
110595040,1482,577750
110595041,1474,1389451
110595042,1181,1634258
110595043,1188,1462932
110595044,1390,1312210
110595045,1542,1519978
110595046,1756,1379672
